hex	field	classification	score_pct	opening_score_pct	verdict	label	de_preview	mt_en_preview	baynes_en_preview	notes
19	chinese_roman	pair	100%	100%	strong_align	Alineación fuerte	Lin	Lin	Lin	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
20	chinese_roman	pair	0%	0%	divergent	Divergente	Guan	Guan	Kuan	Solapamiento léxico bajo MT↔Baynes (0%).
21	chinese_roman	pair	0%	0%	divergent	Divergente	Schï Ho	Shi Ho	Shih Ho	Solapamiento léxico bajo MT↔Baynes (0%).
22	chinese_roman	pair	100%	100%	strong_align	Alineación fuerte	Bi	Bi	Pi	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
23	chinese_roman	pair	100%	100%	strong_align	Alineación fuerte	Bo	Bo	Po	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
24	chinese_roman	pair	100%	100%	strong_align	Alineación fuerte	Fu	Fu	Fu	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
25	chinese_roman	pair	100%	100%	strong_align	Alineación fuerte	Wu Wang	Wu Wang	Wu Wang	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
26	chinese_roman	pair	0%	0%	divergent	Divergente	Da Tschu	There bye	Ta Ch'u	Solapamiento léxico bajo MT↔Baynes (0%).
27	chinese_roman	pair	100%	100%	strong_align	Alineación fuerte	I	I	I	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
28	chinese_roman	pair	0%	0%	divergent	Divergente	Da Go	Da Go	Ta Kuo	Solapamiento léxico bajo MT↔Baynes (0%).
29	chinese_roman	pair	0%	0%	divergent	Divergente	Kan	Kan	K'an	Solapamiento léxico bajo MT↔Baynes (0%).
30	chinese_roman	pair	100%	100%	strong_align	Alineación fuerte	Li	Li	Li	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
31	chinese_roman	pair	0%	0%	divergent	Divergente	Hiën	Hiën	Hsien	Solapamiento léxico bajo MT↔Baynes (0%).
32	chinese_roman	pair	0%	0%	divergent	Divergente	Hong	Hong	Hêng	Solapamiento léxico bajo MT↔Baynes (0%).
33	chinese_roman	pair	0%	0%	divergent	Divergente	Dun	Dun	Tun	Solapamiento léxico bajo MT↔Baynes (0%).
34	chinese_roman	pair	100%	100%	strong_align	Alineación fuerte	Da Dschuang	Da Chuang	Ta Chuang	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
35	chinese_roman	pair	0%	0%	divergent	Divergente	Dsin	Dsin	Chin	Solapamiento léxico bajo MT↔Baynes (0%).
36	chinese_roman	pair	100%	100%	strong_align	Alineación fuerte	Ming I	Ming I	Ming I	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
37	chinese_roman	pair	33%	33%	moderate_align	Alineación moderada	Gia Jen	Gia Jen	Chia Jên	Solapamiento léxico moderado MT↔Baynes (33%).
38	chinese_roman	pair	0%	0%	divergent	Divergente	Kui	Kui	K'uei	Solapamiento léxico bajo MT↔Baynes (0%).
39	chinese_roman	pair	0%	0%	divergent	Divergente	Giën	Giën	Chien	Solapamiento léxico bajo MT↔Baynes (0%).
40	chinese_roman	pair	0%	0%	divergent	Divergente	Hië	Hie	Hsieh	Solapamiento léxico bajo MT↔Baynes (0%).
41	chinese_roman	pair	100%	100%	strong_align	Alineación fuerte	Sun	Sun	Sun	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
42	chinese_roman	pair	100%	100%	strong_align	Alineación fuerte	I	I	I	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
43	chinese_roman	pair	0%	0%	divergent	Divergente	Guai	Guai	Kuai	Solapamiento léxico bajo MT↔Baynes (0%).
44	chinese_roman	pair	0%	0%	divergent	Divergente	Gou	Gou	Kou	Solapamiento léxico bajo MT↔Baynes (0%).
45	chinese_roman	pair	0%	0%	divergent	Divergente	TSui	TSui	Ts'ui	Solapamiento léxico bajo MT↔Baynes (0%).
46	chinese_roman	pair	0%	0%	divergent	Divergente	Schong	Nice	Shêng	Solapamiento léxico bajo MT↔Baynes (0%).
47	chinese_roman	pair	0%	0%	divergent	Divergente	Kun	Kun	K'un	Solapamiento léxico bajo MT↔Baynes (0%).
48	chinese_roman	pair	0%	0%	divergent	Divergente	Dsing	Dsing	Ching	Solapamiento léxico bajo MT↔Baynes (0%).
49	chinese_roman	pair	100%	100%	strong_align	Alineación fuerte	Go	Go	Ko	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
50	chinese_roman	pair	0%	0%	divergent	Divergente	Ding	thing	Ting	Solapamiento léxico bajo MT↔Baynes (0%).
51	chinese_roman	pair	0%	0%	divergent	Divergente	Dschen	Dschen	Chên	Solapamiento léxico bajo MT↔Baynes (0%).
52	chinese_roman	pair	0%	0%	divergent	Divergente	Gen	gene	Kên	Solapamiento léxico bajo MT↔Baynes (0%).
53	chinese_roman	pair	0%	0%	divergent	Divergente	Dsien	Dsien	Chien	Solapamiento léxico bajo MT↔Baynes (0%).
54	chinese_roman	pair	0%	0%	divergent	Divergente	Gui me	Gui me	Kuei Mei	Solapamiento léxico bajo MT↔Baynes (0%).
55	chinese_roman	pair	0%	0%	divergent	Divergente	Fong	Fong	Fêng	Solapamiento léxico bajo MT↔Baynes (0%).
56	chinese_roman	pair	100%	100%	strong_align	Alineación fuerte	Lü	Lu	Lü	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
57	chinese_roman	pair	100%	100%	strong_align	Alineación fuerte	Sun	Sun	Sun	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
58	chinese_roman	pair	0%	0%	divergent	Divergente	Dui	Dui	Tui	Solapamiento léxico bajo MT↔Baynes (0%).
59	chinese_roman	pair	100%	100%	strong_align	Alineación fuerte	Huan	Huan	Huan	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
60	chinese_roman	pair	0%	0%	divergent	Divergente	Dsië	Dsië	Chieh	Solapamiento léxico bajo MT↔Baynes (0%).
61	chinese_roman	pair	0%	0%	divergent	Divergente	Dschung Fu	Jung Fu	Chung Fu	Solapamiento léxico bajo MT↔Baynes (0%).
62	chinese_roman	pair	0%	0%	divergent	Divergente	Siau Go	Siau Go	Hsiao Kuo	Solapamiento léxico bajo MT↔Baynes (0%).
63	chinese_roman	pair	0%	0%	divergent	Divergente	Gi Dsi	Gi Dsi	Chi Chi	Solapamiento léxico bajo MT↔Baynes (0%).
64	chinese_roman	pair	0%	0%	divergent	Divergente	We Dsi	We Dsi	Wei Chi	Solapamiento léxico bajo MT↔Baynes (0%).
1	hex_font	pair			mt_failed	MT falló	䷀		䷀	Traducción automática vacía o no disponible en caché.
2	hex_font	pair			mt_failed	MT falló	䷁		䷁	Traducción automática vacía o no disponible en caché.
3	hex_font	pair			mt_failed	MT falló	䷂		䷂	Traducción automática vacía o no disponible en caché.
4	hex_font	pair			mt_failed	MT falló	䷃		䷃	Traducción automática vacía o no disponible en caché.
5	hex_font	pair			mt_failed	MT falló	䷄		䷄	Traducción automática vacía o no disponible en caché.
6	hex_font	pair			mt_failed	MT falló	䷅		䷅	Traducción automática vacía o no disponible en caché.
7	hex_font	pair			mt_failed	MT falló	䷆		䷆	Traducción automática vacía o no disponible en caché.
8	hex_font	pair			mt_failed	MT falló	䷇		䷇	Traducción automática vacía o no disponible en caché.
9	hex_font	pair			mt_failed	MT falló	䷈		䷈	Traducción automática vacía o no disponible en caché.
10	hex_font	pair			mt_failed	MT falló	䷉		䷉	Traducción automática vacía o no disponible en caché.
11	hex_font	pair			mt_failed	MT falló	䷊		䷊	Traducción automática vacía o no disponible en caché.
12	hex_font	pair			mt_failed	MT falló	䷋		䷋	Traducción automática vacía o no disponible en caché.
13	hex_font	pair			mt_failed	MT falló	䷌		䷌	Traducción automática vacía o no disponible en caché.
14	hex_font	pair			mt_failed	MT falló	䷍		䷍	Traducción automática vacía o no disponible en caché.
15	hex_font	pair			mt_failed	MT falló	䷎		䷎	Traducción automática vacía o no disponible en caché.
16	hex_font	pair			mt_failed	MT falló	䷏		䷏	Traducción automática vacía o no disponible en caché.
17	hex_font	pair			mt_failed	MT falló	䷐		䷐	Traducción automática vacía o no disponible en caché.
18	hex_font	pair			mt_failed	MT falló	䷑		䷑	Traducción automática vacía o no disponible en caché.
19	hex_font	pair			mt_failed	MT falló	䷒		䷒	Traducción automática vacía o no disponible en caché.
20	hex_font	pair			mt_failed	MT falló	䷓		䷓	Traducción automática vacía o no disponible en caché.
21	hex_font	pair			mt_failed	MT falló	䷔		䷔	Traducción automática vacía o no disponible en caché.
22	hex_font	pair			mt_failed	MT falló	䷕		䷕	Traducción automática vacía o no disponible en caché.
23	hex_font	pair			mt_failed	MT falló	䷖		䷖	Traducción automática vacía o no disponible en caché.
24	hex_font	pair			mt_failed	MT falló	䷗		䷗	Traducción automática vacía o no disponible en caché.
25	hex_font	pair			mt_failed	MT falló	䷘		䷘	Traducción automática vacía o no disponible en caché.
26	hex_font	pair			mt_failed	MT falló	䷙		䷙	Traducción automática vacía o no disponible en caché.
27	hex_font	pair			mt_failed	MT falló	䷚		䷚	Traducción automática vacía o no disponible en caché.
28	hex_font	pair			mt_failed	MT falló	䷛		䷛	Traducción automática vacía o no disponible en caché.
29	hex_font	pair			mt_failed	MT falló	䷜		䷜	Traducción automática vacía o no disponible en caché.
30	hex_font	pair			mt_failed	MT falló	䷝		䷝	Traducción automática vacía o no disponible en caché.
31	hex_font	pair			mt_failed	MT falló	䷞		䷞	Traducción automática vacía o no disponible en caché.
32	hex_font	pair			mt_failed	MT falló	䷟		䷟	Traducción automática vacía o no disponible en caché.
33	hex_font	pair			mt_failed	MT falló	䷠		䷠	Traducción automática vacía o no disponible en caché.
34	hex_font	pair			mt_failed	MT falló	䷡		䷡	Traducción automática vacía o no disponible en caché.
35	hex_font	pair			mt_failed	MT falló	䷢		䷢	Traducción automática vacía o no disponible en caché.
36	hex_font	pair			mt_failed	MT falló	䷣		䷣	Traducción automática vacía o no disponible en caché.
37	hex_font	pair			mt_failed	MT falló	䷤		䷤	Traducción automática vacía o no disponible en caché.
38	hex_font	pair			mt_failed	MT falló	䷥		䷥	Traducción automática vacía o no disponible en caché.
39	hex_font	pair			mt_failed	MT falló	䷦		䷦	Traducción automática vacía o no disponible en caché.
40	hex_font	pair			mt_failed	MT falló	䷧		䷧	Traducción automática vacía o no disponible en caché.
41	hex_font	pair			mt_failed	MT falló	䷨		䷨	Traducción automática vacía o no disponible en caché.
42	hex_font	pair			mt_failed	MT falló	䷩		䷩	Traducción automática vacía o no disponible en caché.
43	hex_font	pair			mt_failed	MT falló	䷪		䷪	Traducción automática vacía o no disponible en caché.
44	hex_font	pair			mt_failed	MT falló	䷫		䷫	Traducción automática vacía o no disponible en caché.
45	hex_font	pair			mt_failed	MT falló	䷬		䷬	Traducción automática vacía o no disponible en caché.
46	hex_font	pair			mt_failed	MT falló	䷭		䷭	Traducción automática vacía o no disponible en caché.
47	hex_font	pair			mt_failed	MT falló	䷮		䷮	Traducción automática vacía o no disponible en caché.
48	hex_font	pair			mt_failed	MT falló	䷯		䷯	Traducción automática vacía o no disponible en caché.
49	hex_font	pair			mt_failed	MT falló	䷰		䷰	Traducción automática vacía o no disponible en caché.
50	hex_font	pair			mt_failed	MT falló	䷱		䷱	Traducción automática vacía o no disponible en caché.
51	hex_font	pair			mt_failed	MT falló	䷲		䷲	Traducción automática vacía o no disponible en caché.
52	hex_font	pair			mt_failed	MT falló	䷳		䷳	Traducción automática vacía o no disponible en caché.
53	hex_font	pair			mt_failed	MT falló	䷴		䷴	Traducción automática vacía o no disponible en caché.
54	hex_font	pair			mt_failed	MT falló	䷵		䷵	Traducción automática vacía o no disponible en caché.
55	hex_font	pair			mt_failed	MT falló	䷶		䷶	Traducción automática vacía o no disponible en caché.
56	hex_font	pair			mt_failed	MT falló	䷷		䷷	Traducción automática vacía o no disponible en caché.
57	hex_font	pair			mt_failed	MT falló	䷸		䷸	Traducción automática vacía o no disponible en caché.
58	hex_font	pair			mt_failed	MT falló	䷹		䷹	Traducción automática vacía o no disponible en caché.
59	hex_font	pair			mt_failed	MT falló	䷺		䷺	Traducción automática vacía o no disponible en caché.
60	hex_font	pair			mt_failed	MT falló	䷻		䷻	Traducción automática vacía o no disponible en caché.
61	hex_font	pair			mt_failed	MT falló	䷼		䷼	Traducción automática vacía o no disponible en caché.
62	hex_font	pair			mt_failed	MT falló	䷽		䷽	Traducción automática vacía o no disponible en caché.
63	hex_font	pair			mt_failed	MT falló	䷾		䷾	Traducción automática vacía o no disponible en caché.
64	hex_font	pair			mt_failed	MT falló	䷿		䷿	Traducción automática vacía o no disponible en caché.
1	trigrama_arriba	pair	43%	43%	moderate_align	Alineación moderada	oben Kiën, das Schöpferische, der Himmel	above Kiën, the creative, the sky	above CH'IEN THE CREATIVE, HEAVEN	Primera línea alineada (Jaccard 43%). | Solapamiento léxico moderado MT↔Baynes (43%).
2	trigrama_arriba	pair	50%	50%	strong_align	Alineación fuerte	oben Kun, das Empfangende, die Erde	above Kun, the receiving, the earth	above K'UN THE RECEPTIVE, EARTH	Primera línea alineada (Jaccard 50%). | Solapamiento léxico alto MT↔Baynes (50%).
3	trigrama_arriba	pair	50%	50%	strong_align	Alineación fuerte	oben Kan, das Abgründige, das Wasser	above Kan, the abyssal, the water	above K'AN THE ABYSMAL, WATER	Primera línea alineada (Jaccard 50%). | Solapamiento léxico alto MT↔Baynes (50%).
4	trigrama_arriba	pair	57%	57%	strong_align	Alineación fuerte	oben Gen, das Stillehalten, der Berg	above Gen, keeping still, the mountain	above KêN KEEPING STILL, MOUNTAIN	Primera línea alineada (Jaccard 57%). | Solapamiento léxico alto MT↔Baynes (57%).
5	trigrama_arriba	pair	60%	60%	strong_align	Alineación fuerte	oben das Abgründige, das Wasser	above the abyssal, the water	above K'AN THE ABYSMAL, WATER	Primera línea alineada (Jaccard 60%). | Solapamiento léxico alto MT↔Baynes (60%).
6	trigrama_arriba	pair	43%	43%	moderate_align	Alineación moderada	oben Kiën, das Schöpferische, der Himmel	above Kiën, the creative, the sky	above CH'IEN THE CREATIVE, HEAVEN	Primera línea alineada (Jaccard 43%). | Solapamiento léxico moderado MT↔Baynes (43%).
7	trigrama_arriba	pair	50%	50%	strong_align	Alineación fuerte	oben Kun, das Empfangende, die Erde	above Kun, the receiving, the earth	above K'UN THE RECEPTIVE, EARTH	Primera línea alineada (Jaccard 50%). | Solapamiento léxico alto MT↔Baynes (50%).
8	trigrama_arriba	pair	50%	50%	strong_align	Alineación fuerte	oben Kan, das Abgründige, das Wasser	above Kan, the abyssal, the water	above K'AN THE ABYSMAL, WATER	Primera línea alineada (Jaccard 50%). | Solapamiento léxico alto MT↔Baynes (50%).
9	trigrama_arriba	pair	100%	100%	strong_align	Alineación fuerte	oben Sun, das Sanfte, der Wind	above Sun, the gentle, the wind	above SUN THE GENTLE, WIND	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
10	trigrama_arriba	pair	43%	43%	moderate_align	Alineación moderada	oben Kiën, das Schöpferische, der Himmel	above Kiën, the creative, the sky	above CH'IEN THE CREATIVE, HEAVEN	Primera línea alineada (Jaccard 43%). | Solapamiento léxico moderado MT↔Baynes (43%).
11	trigrama_arriba	pair	50%	50%	strong_align	Alineación fuerte	oben Kun, das Empfangende, die Erde	above Kun, the receiving, the earth	above K'UN THE RECEPTIVE, EARTH	Primera línea alineada (Jaccard 50%). | Solapamiento léxico alto MT↔Baynes (50%).
12	trigrama_arriba	pair	43%	43%	moderate_align	Alineación moderada	oben Kiën, das Schöpferische, der Himmel	above Kiën, the creative, the sky	above CH'IEN THE CREATIVE, HEAVEN	Primera línea alineada (Jaccard 43%). | Solapamiento léxico moderado MT↔Baynes (43%).
13	trigrama_arriba	pair	43%	43%	moderate_align	Alineación moderada	oben Kiën, das Schöpferische, der Himmel	above Kiën, the creative, the sky	above CH'IEN THE CREATIVE, HEAVEN	Primera línea alineada (Jaccard 43%). | Solapamiento léxico moderado MT↔Baynes (43%).
14	trigrama_arriba	pair	100%	100%	strong_align	Alineación fuerte	oben Li, das Haftende, die Flamme	above Li, the clinging, the flame	above LI THE CLINGING, FLAME	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
15	trigrama_arriba	pair	50%	50%	strong_align	Alineación fuerte	oben Kun, das Empfangende, die Erde	above Kun, the receiving, the earth	above K'UN THE RECEPTIVE, EARTH	Primera línea alineada (Jaccard 50%). | Solapamiento léxico alto MT↔Baynes (50%).
16	trigrama_arriba	pair	38%	38%	moderate_align	Alineación moderada	oben Dschen, das Erregende, der Donner	Above, Dschen, the exciting thing, the thunder	above CHêN THE AROUSING, THUNDER	Primera línea alineada (Jaccard 38%). | Solapamiento léxico moderado MT↔Baynes (38%).
17	trigrama_arriba	pair	43%	43%	moderate_align	Alineación moderada	oben Dui, das Heitere, der See	above Dui, the cheerful, the lake	above TUI THE JOYOUS, LAKE	Primera línea alineada (Jaccard 43%). | Solapamiento léxico moderado MT↔Baynes (43%).
