section	hex	field	classification	de_preview	baynes_preview
ten_wings	7	line:1_ten_wings	translation_pair	""Ein Heer muß ausziehen nach der Ordnung."" Die Ordnung verlieren ist unheilvoll. Bemerkung: Das Wort ""Lü"" für Ordnung be…	At the beginning of a military enterprise, order is imperative. A just and valid cause must exist, and the obedience and…
ten_wings	7	line:2_ten_wings	translation_pair	Inmitten des Heeres! Heil!"" Er empfängt die Gnade vom Himmel. ""Der König verleiht dreifache Auszeichnung."" Er hat das Wo…	The leader should be in the midst of his army, in touch with it, sharing good and bad with the masses he leads. This alo…
ten_wings	7	line:3_ten_wings	translation_pair	Das Heer führt etwa im Wagen Leichen."" Das ist gänzlich ohne Verdienst. Das obere Kernzeichen ist Kun, dessen Bild der W…	Here we have a choice of two explanations. One points to defeat because someone other than the chosen leader interferes …
ten_wings	7	line:4_ten_wings	translation_pair	Das Heer zieht sich zurück. Kein Makel"", denn es weicht nicht ab von der gewöhnlichen Art. Wörtlich bedeutet der Text: ""…	In face of a superior enemy, with whom it would be hopeless to engage in battle, an orderly retreat is the only correct …
ten_wings	7	line:5_ten_wings	translation_pair	Der Alteste führe das Heer"", weil er zentral und korrekt ist. ""Der Jüngere fährt Leichen."" So betraut man nicht den rech…	Game is in the field—it has left its usual haunts in the forest and is devastating the fields. This points to an enemy i…
ten_wings	7	line:6_ten_wings	translation_pair	Der große Fürst erläßt Befehle"", um das Verdienst gebührend zu belohnen. """" ,Gemeine Menschen soll man nicht benützen"", …	The war has ended successfully, victory is won, and the king divides estates and fiefs among his faithful vassals. But i…
ten_wings	7	sequence	de_only	Wenn es Streit gibt, erheben sich sicher die Massen. Darum folgt darauf das Zeichen ""das Heer"". Heer bedeutet Masse.	
oracle	8	intro	translation_pair	8. BI / DAS ZUSAMMENHALTEN oben Kan, das Abgründige, das Wasser unten Kun, das Empfangende, die Erde as Wasser über der …	The waters on the surface of the earth flow together wherever they can, as for example in the ocean, where all the river…
oracle	8	judgment	translation_pair	Das Zusammenhalten bringt Heil. Ergründe das Orakel nochmals, Ob du Erhabenheit, Dauer und Beharrlichkeit hast; Dann ist…	HOLDING TOGETHER brings good fortune. Inquire of the oracle once again Whether you possess sublimity, constancy, and per…
oracle	8	image	translation_pair	Auf der Erde ist Wasser: Das Bild des Zusammenhaltens. So haben die Könige der Vorzeit die einzelnen Staaten als Lehen v…	On the earth is water: The image of HOLDING TOGETHER. Thus the kings of antiquity Bestowed the different states as fiefs…
oracle	8	line:1	translation_pair	Halte wahr und treu zu ihm: das ist kein Makel. Wahrheit wie eine volle Tonschüssel: So kommt schließlich von außen her …	Hold to him in truth and loyalty; This is without blame. Truth, like a full earthen bowl: Thus in the end Good fortune c…
oracle	8	line:2	translation_pair	Halte zu ihm im Innern. Beharrlichkeit bringt Heil! Wenn man auf rechte und beharrliche Weise den Bitten, die von oben h…	Hold to him inwardly. Perseverance brings good fortune.
oracle	8	line:3	translation_pair	Du hältst zusammen mit Menschen, die nicht die rechten sind. Man ist oft unter lauter Menschen, die nicht zur eigenen Sp…	You hold together with the wrong people.
oracle	8	line:4	translation_pair	Auch äußerlich halte zu ihm. Beharrlichkeit bringt Heil! Die Beziehungen zu einem Mann, der Mittelpunkt des Zusammenhalt…	Hold to him outwardly also. Perseverance brings good fortune.
oracle	8	line:5	translation_pair	Offenbarung des Zusammenhaltens. Der König läßt bei der Jagd nur von drei Seiten treiben Und verzichtet auf das Wild, da…	Manifestation of holding together. In the hunt the king uses beaters on three sides only And foregoes game that runs off…
oracle	8	line:6	translation_pair	Er findet zum Zusammenhalten kein Haupt. Unheil. Das Haupt ist der Anfang. Ohne einen rechten Anfang gibt es kein rechte…	He finds no head for holding together. Misfortune.
ten_wings	8	judgment_ten_wings	translation_pair	,,Das Zusammenhalten bringt Heil."" Zusammenhalten bedeutet gegenseitige Hilfe. Die Unteren sind hingebend und folgsam. D…	What is required is that we unite with others, in order that all may complement and aid one another through holding toge…
ten_wings	8	image_ten_wings	translation_pair	Auf der Erde ist Wasser: das Bild des Zusammenhaltens. So haben die Könige der Vorzeit die einzelnen Staaten als Lehen v…	Water fills up all the empty places on the earth and clings fast to it. The social organization of ancient China was bas…
ten_wings	8	line:1_ten_wings	translation_pair	Die Anfangssechs des Zusammenhaltens trifft auf Heil von anderer Seite. Die Linie ist ganz unten und schwach und in kein…	Fundamental sincerity is the only proper basis for forming relationships. This attitude, symbolized by a full earthen bo…
ten_wings	8	line:2_ten_wings	translation_pair	Halte zu ihm im Innern."" Verliere dich nicht selbst. Die weiche Linie des inneren Zeichens, die in der Beziehung des Ent…	If a person responds perseveringly and in the right way to the behests from above that summon him to action, his relatio…
ten_wings	8	line:3_ten_wings	translation_pair	Du hältst zusammen mit Menschen, die nicht die rechten sind."" Ist das nicht schädlich? Die Linie ist schwach und an der …	We are often among people who do not belong to our own sphere. In that case we must beware of being drawn into false int…
ten_wings	8	line:4_ten_wings	translation_pair	Auch äußerlich halte zusammen mit Würdigen, um so dem Oberen zu folgen. Der feste Strich auf fünftem Platz ist ein würdi…	Here the relations with a man who is the center of union are well established. Then we may, and indeed we should, show o…
ten_wings	8	line:5_ten_wings	translation_pair	Das Heil der ""Offenbarung des Zusammenhaltens"" beruht darauf, daß der Platz korrekt und zentral ist. Die Widerstrebenden…	In the royal hunts of ancient China it was customary to drive up the game from three sides, but on the fourth the animal…
ten_wings	8	line:6_ten_wings	translation_pair	Er findet zum Zusammenhalten kein Haupt."" Darum findet er auch nicht das rechte Ende. Dieser Strich stellt sich oberhalb…	The head is the beginning. If the beginning is not right, there is no hope of a right ending. If we have missed the righ…
ten_wings	8	sequence	de_only	Unter den Massen gibt es sicher einen Grund, sich zusammen- zutun. Darum folgt darauf das Zeichen,,das Zusammenhalten"". …	
oracle	9	intro	translation_pair	小畜 ​9. SIAU TSCHU DES KLEINEN ZAHMUNGSKRAFT oben Sun, das Sanfte, der Wind unten Kiän, das Schöpferische, der Himmel Da …	This hexagram means the force of the small—the power of the shadowy—that restrains, tames, impedes. A weak line in the f…
oracle	9	judgment	translation_pair	Des Kleinen Zähmungskraft hat Gelingen. Dichte Wolken, kein Regen von unserm westlichen Gebiet. Das Gleichnis stammt aus…	THE TAMING POWER OF THE SMALL Has success. Dense clouds, no rain from our western region.
oracle	9	image	translation_pair	Der Wind fährt über den Himmel hin: Das Bild der Zähmungskraft des Kleinen. So verfeinert der Edle die äußere Form seine…	The wind drives across heaven: The image of THE TAMING POWER OF THE SMALL. Thus the superior man Refines the outward asp…
oracle	9	line:1	translation_pair	Wiederkehr auf den Weg. Wie wäre das ein Makel! Heil! In der Natur des Starken liegt es, voran zu drängen. Damit begibt …	Return to the way. How could there be blame in this? Good fortune.
oracle	9	line:2	translation_pair	Läßt sich mitziehen zur Wiederkehr. Heil! Man möchte an sich voran. Aber ehe man noch weiter kommt, sieht man an dem Bei…	He allows himself to be drawn into returning. Good fortune.
oracle	9	line:3	translation_pair	Dem Wagen springen die Speichen ab. Mann und Frau verdrehen die Augen. Hier wird der Versuch gemacht, gewaltsam vorzudri…	The spokes burst out of the wagon wheels. Man and wife roll their eyes.
oracle	9	line:4	translation_pair	Bist du wahrhaftig, so schwindet Blut und weicht Angst. Kein Makel. In schwerer, verantwortungsvoller Stellung soll man …	If you are sincere, blood vanishes and fear gives way. No blame.
oracle	9	line:5	translation_pair	Bist du wahrhaftig und treu verbunden, So bist du reich in deinem Nächsten. Die Treue führt zu fester Bindung, weil sie …	If you are sincere and loyally attached, You are rich in your neighbor.
oracle	9	line:6	translation_pair	Es kommt zum Regen, es kommt zur Ruhe. Das ist der dauernden Wirkung des Charakters zu verdanken. Die Frau kommt durch B…	The rain comes, there is rest. This is due to the lasting effect of character. Perseverance brings the woman into danger…
ten_wings	9	judgment_ten_wings	translation_pair	Des Kleinen Zähmungskraft: Das Weiche erhält den ent- scheidenden Platz, und Obere und Untere entsprechen ihm: das heißt…	This image refers to the state of affairs in China at the time when King Wên, who came originally from the west, was in …
ten_wings	9	image_ten_wings	translation_pair	Der Wind fährt über den Himmel hin: Das Bild der Zäh- mungskraft des Kleinen. So verfeinert der Edle die äußere Form sei…	The wind can indeed drive the clouds together in the sky; yet, being nothing but air, without solid body, it does not pr…
ten_wings	9	line:1_ten_wings	translation_pair	Wiederkehr auf den Weg."" Das ist etwas, das von heilvoller Bedeutung ist. Der starke Yangstrich, der zu dem aufsteigende…	It lies in the nature of a strong man to press forward. In so doing he encounters obstructions. Therefore he returns to …
ten_wings	9	line:2_ten_wings	translation_pair	Das Mitgezogenwerden zur Wiederkehr beruht auf der zen- tralen Stellung. Er verliert sich auch nicht. Die Linie ist höhe…	One would like to press forward, but before going farther one sees from the example of others like oneself that this way…
ten_wings	9	line:3_ten_wings	translation_pair	Wenn ""Mann und Frau die Augen verdrehen"", so ist das ein Zeichen, daß sie ihr Haus nicht in Ordnung halten können. ""Dem …	Here an attempt is made to press forward forcibly, in the consciousness that the obstructing power is slight. But since,…
ten_wings	9	line:4_ten_wings	translation_pair	Bist du wahrhaftig, so weicht Angst""; denn der Obere stimmt in der Gesinnung überein. Die Linie ist inmitten der Starken…	If one is in the difficult and responsible position of counselor to a powerful man, one should restrain him in such a wa…
ten_wings	9	line:5_ten_wings	translation_pair	Bist du wahrhaftig und treu verbunden"", so wirst du nicht allein sein in deinem Reichtum. Der fünfte Strich ist auf dem …	Loyalty leads to firm ties because it means that each partner complements the other. In the weaker person loyalty consis…
ten_wings	9	line:6_ten_wings	translation_pair	""Es kommt zum Regen, es kommt zur Ruhe."" Das ist,,die dauernd häufende Wirkung des Charakters"". ,,Macht der Edle fort, s…	Success is at hand. The wind has driven up the rain. A fixed standpoint has been reached. This has come about through th…
ten_wings	9	sequence	de_only	Durch Zusammenhalten kommt es sicher zur Zähmung. Darum folgt darauf: des Kleinen Zähmungskraft.	
oracle	10	intro	translation_pair	10. LU / DAS AUFTRETEN oben Kiän, das Schöpferische, der Himmel unten Dui, das Heitre, der See as Auftreten bedeutet ein…	The name of the hexagram means on the one hand the right way of conducting oneself. Heaven, the father, is above, and th…
oracle	10	judgment	translation_pair	Auftreten auf des Tigers Schwanz. Er beißt den Menschen nicht. Gelingen. Die Lage ist eigentlich schwierig. Stärkstes un…	TREADING. Treading upon the tail of the tiger. It does not bite the man. Success.
oracle	10	image	translation_pair	Oben der Himmel, unten der See: das Bild des Auftretens. So unterscheidet der Edle hoch und niedrig Und festigt dadurch …	Heaven above, the lake below: The image of TREADING. Thus the superior man discriminates between high and low, And there…
oracle	10	line:1	translation_pair	Einfaches Auftreten. Fortschreiten ohne Makel. Man befindet sich in einer Lage, in der man noch nicht gebunden ist durch…	Simple conduct. Progress without blame.
oracle	10	line:2	translation_pair	Auftreten auf schlichter, ebener Bahn. Eines dunkeln Mannes Beharrlichkeit bringt Heil. Es ist hier die Lage eines einsa…	Treading a smooth, level course. The perseverance of a dark man Brings good fortune.
oracle	10	line:3	translation_pair	Ein Einäugiger kann sehen, ein Lahmer kann auftreten. Er tritt auf des Tigers Schwanz. Der beißt den Menschen. Unheil! E…	A one-eyed man is able to see, A lame man is able to tread. He treads on the tail of the tiger. The tiger bites the man.…
